Id,Title,Description,Date,Duration,Type,Session,Track,Presenters,Materials
1486,Novel   manifestations	of  quantum oblivion,TBA,2017-08-24 06:30:00+00:00,30 minutes,Talk,Workshop on Quantum Foundations and Quantum Information,Workshop on Quantum Foundations and Quantum Information,Avshalom Elitzur,
1487,The	fascinating  properties of	weak values,TBA,2017-08-24 08:00:00+00:00,30 minutes,Talk,Workshop on Quantum Foundations and Quantum Information,Workshop on Quantum Foundations and Quantum Information,Yakir Aharonov,
1489,Supergravity solutions from the double copy,"The idea that gravity (with or without supersymmetry) can be written as a double copy of Yang-Mills theories has become an established framework for understanding scattering amplitudes in gravitational theories.    I will describe two newer directions of research springing from this idea. One is that gravitational solutions (such as black holes) can be constructed directly from the simpler solutions of Yang-Mills theories. To this end I will present a dictionary where each field in a supergravity theory is constructed as a convolution of two fields belonging to gauge theories. The dictionary is built to be automatically compatible with the equations of motion and as such there is hope that it can become a solution generating technique.    On the quantum side, I will describe how BRST quantization and the introduction of the associated ghosts lends itself to a double copy dictionary description. This has the potential to further clarify and aid with graviton amplitude calculations.",2017-08-28 08:55:00+00:00,45 minutes,Talk,"Workshop on (Super)gravity, String theory and Related Topics","Workshop on Supergravity, Strings and Related Matters",Silvia Nagy,
1490,Prediction and discovery of doubly-heavy baryon,"Baryons are the extended family of the proton and the neutron, containing three quarks out of possible five progressively heavier ""flavors"" - up (u), down (d), strange (s), charm (c) and bottom (b).    I will describe the prediction and the very recent experimental discovery of the first doubly-heavy baryon Xi_cc^{++}, with quark content (ccu) and mass    3621.40 +- 0.72 +- 0.27 +- 0.14 MeV, very close to our theoretical prediction 3627 +- 12 MeV.",2017-08-21 09:00:00+00:00,30 minutes,Talk,A Particle Physics,A High Energy Particle Physics:,Marek Karliner,
1493,Applications of Advances in Relativistic Fluid Dynamics to Laser Fusion,"Inertial Confinement Fusion is a promising option to     provide massive, clean, and affordable energy for     mankind in the future.  The present status of research     and development is hindered by hydrodynamical instabilities     occurring at the intense compression of the target fuel by    energetic laser beams.     We show here an analytical model.The compression of the target pellet can be negligible and rapid volume ignition is achieved by a laser pulse, which is     as short as the penetration time of the light across the pellet.     The reflectivity of the target can be made negligible, and    the absorptivity is varied so that  the light pulse can reach the opposite side    of the pellet.    The short light pulse can heat the target so that most of the     interior will reach the ignition temperature simultaneously.    This prevents the development of any kind of instability, which    would prevent complete ignition of the target.",2017-08-21 17:10:00+00:00,20 minutes,Poster,Poster session,Other Topics,Laszlo Pal Csernai,https://indico.cern.ch/event/559774/contributions/2663308/attachments/1509205/2352811/Poster-fusion_v2.pdf
1494,Directional dark matter search with nuclear emulsion,"Direct dark matter searches are promising techniques to identify the nature of dark matter particles. A variety of experiments have been developed over the past decades, aiming to detect Weakly Interactive Massive Particles (WIMPs) via their scattering in a detector medium. Exploiting directionality would also give a proof of the galactic origin of dark matter making it possible to have a clear and unambiguous signal to background separation. The directional detection of Dark Matter requires very sensitive experiment combined with highly performant technology. The NEWSdm experiment, based on nuclear emulsions, is proposed to measure the direction of WIMP-induced nuclear recoils. We discuss the potentiality, both in terms of exclusion limits and potential discovery, of a directional experiment based on the use of a solid target made by newly developed nuclear emulsions and read-out systems reaching sub-micrometric resolution.",2017-08-29 08:00:00+00:00,25 minutes,Talk,Parallel session,"D Cosmology, Astrophysics, Gravity, Mathematical Physics",Takashi Asada,
1496,Сlosing of the conference,,2017-08-29 14:45:00+00:00,30 minutes,,,,,
1497,Search for displaced lepton jets with the ATLAS experiment,"Several possible extensions of the Standard Model predict the existence of a dark sector that is weakly coupled to the visible one: i.e. the two sectors couple via the vector portal, where a dark photon with mass in the MeV to GeV range mixes kinetically with the SM photon. If the dark photon is the lightest state in the dark sector, it will decay to SM particles, mainly to leptons and possibly light mesons. Due to its weak interactions with the SM, it can have a non-negligible lifetime. At the LHC, these dark photons would typically be produced with large boost resulting in collimated jet-like structures containing pairs of leptons and/or light hadrons, the so-called lepton-jets (LJs).    This work is focused on the search for â€œdisplaced LJsâ€, which are produced away from the interaction point and their constituents are limited to electrons, muons, and pions. The requested topology includes one or two LJs + leptons/jets/MET. The most recent ATLAS results based on samples collected at a center of mass energy of 13 TeV will be presented.    Results are interpreted in terms of the Falkowsky-Ruderman-Volansky-Zupan models where dark photons are generated through the decay of a Higgs boson to intermediate hidden fermions. The Higgs boson is supposed to be produced via gluon-fusion and for the first time, results are also presented in terms of the associated production of a Higgs boson with a W/Z and in the context of inelastic thermal relic dark matter.",2017-08-21 17:10:00+00:00,20 minutes,Poster,Poster session,A High Energy Particle Physics:,Cristiano Sebastiani,
1500,Anisotropic dissipative fluid dynamics,TBA,2017-08-18 09:00:00+00:00,30 minutes,Talk,W. Greiner Memorial Session,Walter Greiner Memorial session,Dirk Rischke,
1501,The controversy about the past of a quantum particle,TBA,2017-08-24 09:00:00+00:00,30 minutes,Talk,Workshop on Quantum Foundations and Quantum Information,Workshop on Quantum Foundations and Quantum Information,Lev Vaidman,
1502,Search for asymptotic QCD effects at collider energies,TBA,2017-08-25 08:30:00+00:00,30 minutes,Talk,A Particle Physics,A High Energy Particle Physics:,Victor Kim,
1503,Hadronic molecules in a constituent quark model,TBA,2017-08-29 08:25:00+00:00,25 minutes,Talk,Parallel session,A High Energy Particle Physics:,Pablo G. Ortega,
1504,On bimodal size distribution of spin clusters in the one-dimensional Ising model,"The size distribution of geometrical spin clusters is exactly found for the one-dimensional Ising model of finite extent. For the values of lattice constant $\beta$ above some “critical value” $\beta_c$ the found size distribution demonstrates the non-monotonic behavior with the peak corresponding to the size of the largest available cluster. In other words, for high values of the lattice constant there are two ways to fill the lattice: either to form a single largest cluster or to create many clusters of small sizes. This feature closely resembles    the well-know bimodal size distribution of clusters which is usually interpreted as a robust signal of the first order liquid-gas phase transition in finite systems. It is remarkable that the bimodal size distribution of spin clusters appears in the one-dimensional Ising model of finite size, i.e. in the model which in thermodynamic limit has no phase transition at all.",2017-08-21 17:10:00+00:00,20 minutes,Poster,Poster session,A High Energy Particle Physics:,Oleksii Ivanytskyi,
